AS/1	AS/1/LABEL	AS/1/ID	AS/2	AS/2/LABEL	AS/2/ID	AS/3	AS/3/LABEL	AS/3/ID	AS/4	AS/4/LABEL	AS/4/ID	AS/5	AS/5/LABEL	AS/5/ID	A S/6	A S/6/LABEL	A S/6/ID	CT/1	CT/1/LABEL	CT/1/ID												
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Primary Follicle	Follicular Dendritic Cell								Follicular Dendritic Cell (FDC)			CD21+, CD23+, CD35+, CD90-, CD105-, CD141-, CD271+, CXCL13+, MAdCAM-1-, Smooth Muscle Actin+/-  	CR2, CXCL13, FCGR2B, FNBP1, KLF6, MADCAM1, MFGE8, POSTN, PTHLH, SOX9 (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	Steiniger et al., 2011	https://doi.org/10.1007/s00418-011-0799-x	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Primary Follicle	Naive B Cell								Naive B Cell			CD20+, IgD++	FCER2, IGHD, IL4R, TCL1A, YBX3 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Primary Follicle	Memory B Cell								Memory B Cell			CD20+, CD27+, IgD-, IgM+ 	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Primary Follicle	Macrophage								Macrophage			CD68+	APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	Steiniger et al., 2011	https://doi.org/10.1007/s00418-011-0799-x	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Primary Follicle	NOT FOUND	NOT FOUND							DEC205+ DC			CD11c+, CD74+, DEC205+, HLA-DR+			Pack et al., 2008	https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2567.2007.02710.x	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Germinal Center	spleen germinal center	UBERON:0005196				Follicular Dendritic Cell (FDC)			CD21+, CD23+, CD35+, CD90-, CD105-, CD141-, CD271+, CXCL13+, MAdCAM-1-, Smooth Muscle Actin+/-  	CR2, CXCL13, FCGR2B, FNBP1, KLF6, MADCAM1, MFGE8, POSTN, PTHLH, SOX9 (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	Steiniger et al., 2011	https://doi.org/10.1007/s00418-011-0799-x	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Germinal Center	spleen germinal center	UBERON:0005196				Germinal Center B Cell			CD20+, CD27+, IgD-, Ki67+  	AICDA (Class-switched B, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lettau et al., 2020	https://doi.org/10.1371/journal.pone.0229778	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Germinal Center	spleen germinal center	UBERON:0005196				T Follicular Helper Cell			CD3+, CD4+, CD69+, CXCR5+, ICOS+, PD-1+  	CXCR5, ICOS, PDCD1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Audia et al., 2014	https://doi.org/10.1182/blood-2014-03-563445	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Germinal Center	spleen germinal center	UBERON:0005196				T Follicular Regulatory Cell			CD3+, CD4+, CD25+, CXCR5+, FOXP3+, PD-1+ 	CXCR5, FOXP3, IL2RA, PDCD1 (Predicted) 		Colineau et al., 2015	10.1371/journal.pone.0140978	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Germinal Center	spleen germinal center	UBERON:0005196				Tingible Body Macrophage			CD68+	APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2011	https://doi.org/10.1007/s00418-011-0799-x	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Germinal Center	spleen germinal center	UBERON:0005196				Plasmablast			CD20+/-, CD27+, CD38++, CD79a+, CD138+, CXCR4+,  Ig++, IRF4+	IGHG1, IGHM, JCHAIN, SDC1, XBP1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS	Ellyard et al., 2005	DOI 10.1002/eji.200425442	CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	NOT FOUND	NOT FOUND	Mantle Zone B Cell			CD20+, CD27+, IgD+/-, IgM+ 	CD27, TNFRSR13B (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2014	https://doi.org/10.1111/imm.12325	AS-CT, CT-B	Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	NOT FOUND	NOT FOUND	Transitional Immature B Cells			CD21+, CD23+, CD32+, CD35+, CD271+, CXCL13+, HLA-DR+, ICAM-1+, Podoplanin+, VCAM-1+  	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		James B. Chung, Richard A. Sater, Michele L. Fields, Jan Erikson, John G. Monroe, CD23 defines two distinct subsets of immature B cells which differ in their responses to T cell help signals, International Immunology, Volume 14, Issue 2, February 2002, Pages 157–166, https://doi.org/10.1093/intimm/14.2.157	https://doi.org/10.1093/intimm/14.2.157	AS-CT	Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	NOT FOUND	NOT FOUND	Follicular Dendritic Cell (FDC)			CD90+/-, CD105-, CD141-, CD271+, MAdCAM-1-, Smooth Muscle Actin-	CR2, CXCL13, FCGR2B, FNBP1, KLF6, MADCAM1, MFGE8, POSTN, PTHLH, SOX9 (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	NOT FOUND	NOT FOUND	Blood Endothelial Cells (capillary)			CD34+, CD141-	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	https://doi.org/10.1007/s00418-007-0320-8							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	NOT FOUND	NOT FOUND	Pericytes			Smooth Muscle Actin+, CD271+			Steiniger et al., 2018	https://doi.org/10.1371/journal.pone.0191019		Steiniger, B.S., Pfeffer, H., Guthe, M. et al. Exploring human splenic red pulp vasculature in virtual reality: details of sheathed capillaries and the open capillary network. Histochem Cell Biol (2020). https://doi.org/10.1007/s00418-020-01924-3	https://doi.org/10.1007/s00418-020-01924-3				
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	NOT FOUND	NOT FOUND	Naive B Cell			CD20+, IgD++	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	NOT FOUND	NOT FOUND	Memory B Cell			CD20+, CD27+, IgD-, IgM+	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	Steiniger et al., 2005	https://doi.org/10.1111/j.1365-2567.2005.02242.x	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	NOT FOUND	NOT FOUND	Follicular Dendritic Cell (FDC)			CD90+/-. CD105-, CD141-, CD271+, MAdCAM-1-, Smooth Muscle Actin-	CR2, CXCL13, FCGR2B, FNBP1, KLF6, MADCAM1, MFGE8, POSTN, PTHLH, SOX9 (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	NOT FOUND	NOT FOUND	Blood Endothelial Cells (capillary)			CD34+, CD141-	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	DOI: 10.1007/s00418-007-0320-8							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Secondary Follicle	spleen secondary B follicle	UBERON:0004042	Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	NOT FOUND	NOT FOUND	Pericytes			CD271+, Smooth Muscle Actin+			Steiniger et al., 2018	https://doi.org/10.1371/journal.pone.0191019		Steiniger, B.S., Pfeffer, H., Guthe, M. et al. Exploring human splenic red pulp vasculature in virtual reality: details of sheathed capillaries and the open capillary network. Histochem Cell Biol (2020). https://doi.org/10.1007/s00418-020-01924-3	https://doi.org/10.1007/s00418-020-01924-3				
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Switched B Cell			CD20+, CD27+, IgD-, IgM-	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2014	https://doi.org/10.1111/imm.12468	AS-CT, CT-B	Steiniger et al., 2005	https://doi.org/10.1111/j.1365-2567.2005.02242.x	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Memory B Cell			CD20+, CD27+, IgD-, IgM+ 	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Superficial Zone B Cell	B cell		CD1c++, CD20+, CD21+, CD23-, CD27+, IgD+/-, IgM++	"CD1C, CD1D, IGHM, IL6 (Weller et al., 2004) https://pubmed.ncbi.nlm.nih.gov/15191950/
"		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	Weller et al., 2004	https://pubmed.ncbi.nlm.nih.gov/15191950/	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Transitional Immature B Cells			CD20+, CD23+	CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		James B. Chung, Richard A. Sater, Michele L. Fields, Jan Erikson, John G. Monroe, CD23 defines two distinct subsets of immature B cells which differ in their responses to T cell help signals, International Immunology, Volume 14, Issue 2, February 2002, Pages 157–166, https://doi.org/10.1093/intimm/14.2.157	https://doi.org/10.1093/intimm/14.2.157	AS-CT	Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Follicular Dendritic Cell (FDC)			CD21, CD35, CD90+/-, CD105-, CD141-, CD271+, MAdCAM-1-, Smooth Muscle Actin-	CR2, CXCL13, FCGR2B, FNBP1, KLF6, MADCAM1, MFGE8, POSTN, PTHLH, SOX9 (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	Steiniger et al., 2011	https://doi.org/10.1007/s00418-011-0799-x	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Macrophage			CD68+, CD163-	APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Stromal Cell (non-FRC/non-FDC)			CCL21+, CD35-, CD90+, CD105+, CD141+/-, CD271+/-, CXCL13+,  MAdCAM-1+, Podoplanin-, RANKL-, Smooth Muscle Actin+/-			Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Immature Dendritic Cell			CD11c+, CD141+, CD205+, HLA-DR+			Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Plasmacytoid Dendritic Cell			CD11c-, CD304+, HLA-DR+	CLEC4C, IL3RA (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Mittag et al., 2011	https://www.jimmunol.org/content/186/11/6207	CT-B	Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							CD4+ T cell			CD3+, CD4+ 	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Plasma Cell			CD11a+, CD20-, CD27+, CD38++, CD79a+, CD138+, CXCR4+,  IgM+, IRF4+	IGHG1, IGHM, JCHAIN, SDC1, XBP1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS	Ellyard et al., 2005	DOI 10.1002/eji.200425442	CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Innate Lymphoid Cell (Type 3)			CD56+/-, CD96+, CD117+, CD127+, CD161+, NKp44+	AHR, ID2, RORC (Margi et al., 2014, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4005806/); AREG, IL7R, KLRB1, TNFSF13B Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Margi et al., 2014	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4005806/	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Neutrophil 	granulocyte		CD15+, CD66+, Elastase+, Myeloperoxidase+			Puga et al., 2012	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3262910/	AS-CT, CT-B	Margi et al., 2014	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4005806/	AS-CT, CT-B	Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Blood Endothelial Cells (capillary)			CD34+	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	NOT FOUND	NOT FOUND	Superficial Zone	Marginal Zone of Spleen	UBERON:0001251							Fibroblastic Reticular Cell (FRC)			CXCL13+, MAdCAM-1+	BST1, C3, CCL21a, CFB, CTSS, CXCL9, CXCL13, ENPP2, MADCAM1, MFGE8, TRF (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	UBERON:0010401	Inner PALS	NOT FOUND	NOT FOUND				Blood Endothelial Cells			CD34+, CD141+	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	https://doi.org/10.1007/s00418-007-0320-8							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	UBERON:0010401	Inner PALS	NOT FOUND	NOT FOUND				Adventitial Stromal Cell			CD271+			Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346. https://doi.org/10.1111/imm.12469	https://doi.org/10.1111/imm.12469							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	UBERON:0010401	Inner PALS	NOT FOUND	NOT FOUND				Catecholaminergic Nerve	neuron		DBH+, PGP9.5+, S100+, TH+			Thomas J.M. Verlinden, Paul van Dijk, Jill Hikspoors, Andreas Herrler, Wouter H. Lamers, S. Eleonore Köhler, Innervation of the human spleen: A complete hilum-embedding approach, Brain, Behavior, and Immunity, Volume 77, 2019, Pages 92-100, ISSN 0889-1591, https://doi.org/10.1016/j.bbi.2018.12.009.	https://doi.org/10.1016/j.bbi.2018.12.009							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Naive CD4+ T Cell			CD3+, CD4+, CD8- , CD45RA+	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				CD4+ T Cell			CD3+, CD4+, CD8- 	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Naive CD8+ T Cell			CD3+, CD4-, CD8+, CD45RA+	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				CD8+ T Cell			CD3+, CD4-, CD8+	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Cytotoxic T Cells			CD3+, CD8+, 	GNLY, GZMB, PRF1 (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				T Regulatory Cell			CCR7+, CD3+, CD4+, CD25+, CD127-, CD45RA+, FOXP3+	FOXP3, IL2RA (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Sathaliyawala et al., 2013	https://doi.org/10.1016/j.immuni.2012.09.020	CT-B	Santegoets et al., 2015	doi: 10.1007/s00262-015-1729-x	CT-B			
