Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References	Table
UBERON:0000956	cerebral cortex	cerebral cortex	CL:0010012	cerebral cortex neuron	cerebral cortex neuron	HGNC:53175, HGNC:53225	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:10259, HGNC:27405	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:12695	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:10725, HGNC:12338, HGNC:4325, HGNC:50645	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:21569	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:16953, HGNC:18374, HGNC:21569	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:53062	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:21569, HGNC:29109, HGNC:42500	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:16097, HGNC:19739, HGNC:42024	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:53175	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:41926, HGNC:53212	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:22989	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:28543, HGNC:50538, HGNC:53225	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:43559, HGNC:53225	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:2210, HGNC:52895, HGNC:6482	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:2210, HGNC:53212	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:30620, HGNC:53175, HGNC:53225	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:23392	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:10259, HGNC:12335, HGNC:17109, HGNC:21694	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:53225	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023008	intratelencephalic-projecting glutamatergic cortical neuron	intratelencephalic-projecting glutamatergic cortical neuron	HGNC:30620, HGNC:43558, HGNC:51166	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023009	extratelencephalic-projecting glutamatergic cortical neuron	extratelencephalic-projecting glutamatergic cortical neuron	HGNC:48639, HGNC:53354	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023009	extratelencephalic-projecting glutamatergic cortical neuron	extratelencephalic-projecting glutamatergic cortical neuron	HGNC:41926	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:22128	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:43910	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:3969	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:10256, HGNC:43910, HGNC:8076	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:13433, HGNC:24665	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:1663, HGNC:23631, HGNC:43910	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023012	near-projecting glutamatergic cortical neuron	near-projecting glutamatergic cortical neuron	HGNC:277, HGNC:43910, HGNC:9229, HGNC:9682	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023039	amygdala excitatory neuron	amygdala excitatory neuron	HGNC:2358, HGNC:52895	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023039	amygdala excitatory neuron	amygdala excitatory neuron	HGNC:53147	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:17109, HGNC:29213, HGNC:9704	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:1073, HGNC:16421, HGNC:24165	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:13361	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:20391, HGNC:9704	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:11329, HGNC:13841, HGNC:9957	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:19266, HGNC:21591, HGNC:3604	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:18374, HGNC:26270	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:17109, HGNC:18351, HGNC:7549	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:20391, HGNC:26270, HGNC:42435	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:11521, HGNC:3179	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:17178, HGNC:3604, HGNC:7894	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:11517, HGNC:2705	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:14632, HGNC:16421, HGNC:26076, HGNC:3604, HGNC:7154	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:13841, HGNC:42435, HGNC:9454	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	HGNC:1434, HGNC:3522, HGNC:8831	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	HGNC:14940, HGNC:2355, HGNC:7945	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	HGNC:12693, HGNC:1951, HGNC:3763	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	HGNC:15478	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000956	cerebral cortex	cerebral cortex	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	HGNC:10640, HGNC:10725, HGNC:19266, HGNC:41081	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0000988	pons	pons	CL:0000540	neuron	neuron	HGNC:11051, HGNC:52588, HGNC:7000	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000988	pons	pons	CL:0000540	neuron	neuron	HGNC:19087, HGNC:19090, HGNC:49024	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000988	pons	pons	CL:0000540	neuron	neuron	HGNC:14222, HGNC:27405, HGNC:52588	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000988	pons	pons	CL:0000540	neuron	neuron	HGNC:4525, HGNC:52588, HGNC:6481	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0000988	pons	pons	CL:0000540	neuron	neuron	HGNC:11051, HGNC:19090, HGNC:8518	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001250	red pulp of spleen	Red Pulp	CL:2000053	splenic endothelial cell	Splenic endothelial cell	HGNC:11784, HGNC:12726, HGNC:1662, HGNC:1662, HGNC:1706, HGNC:8823, HGNC:8823	DOI:10.1007/s00418-007-0320-8|DOI:10.1016/j.aanat.2019.05.004|DOI10.1182/bloodadvances.2017015073	Spleen
UBERON:0001250	red pulp of spleen	Red Pulp	CL:2000053	splenic endothelial cell	Splenic endothelial cell	HGNC:12663, HGNC:12726, HGNC:12726, HGNC:1662, HGNC:1662, HGNC:8823, HGNC:8823	DOI:10.1017/CBO9780511545979|DOI10.1182/bloodadvances.2017015073	Spleen
UBERON:0001250	red pulp of spleen	Red Pulp	CL:2000053	splenic endothelial cell	Splenic endothelial cell	HGNC:11784, HGNC:12726, HGNC:1662, HGNC:1662, HGNC:8823	DOI:10.1007/s00418-007-0320-8|DOI10.1182/bloodadvances.2017015073	Spleen
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000308	fibrocyte of adventitia of ureter	fibroblast	HGNC:1346, HGNC:2705, HGNC:3011		multi_loc
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000308	fibrocyte of adventitia of ureter	fibroblast	HGNC:21245, HGNC:2705, HGNC:29673		multi_loc
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000708	ureter adventitial cell	smooth muscle	HGNC:130, HGNC:1663, HGNC:895		Ureter
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000708	ureter adventitial cell	smooth muscle	HGNC:130, HGNC:281, HGNC:6934		Ureter
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000708	ureter adventitial cell	endothelium	HGNC:10718, HGNC:2047, HGNC:8823		Ureter
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000708	ureter adventitial cell	fibroblast	HGNC:11092, HGNC:20396, HGNC:613		Ureter
UBERON:0001253	lamina propria of ureter	lamina propria of ureter	CL:1000708	ureter adventitial cell	myofibroblast	HGNC:11373, HGNC:5318, HGNC:7035		Ureter
UBERON:0001254	urothelium of ureter	urothelium of ureter	CL:1001428	ureter urothelial cell	urothelium	HGNC:10492, HGNC:2891, HGNC:6442		multi_loc
UBERON:0001254	urothelium of ureter	urothelium of ureter	CL:1001428	ureter urothelial cell	urothelium	HGNC:12577, HGNC:12578, HGNC:12580		multi_loc
UBERON:0001254	urothelium of ureter	urothelium of ureter	CL:1001428	ureter urothelial cell	urothelium	HGNC:15979, HGNC:384, HGNC:6415		multi_loc
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	CL:1001319	bladder cell	myofibroblast	HGNC:11373, HGNC:5318, HGNC:7035		multi_loc
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	CL:1001319	bladder cell	fibroblast	HGNC:21245, HGNC:2705, HGNC:29673		multi_loc
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	CL:1001319	bladder cell	fibroblast	HGNC:1346, HGNC:2705, HGNC:3011		multi_loc
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	CL:1001319	bladder cell	fibroblast	HGNC:11092, HGNC:20396, HGNC:613		multi_loc
UBERON:0001282	intralobular bile duct	Canals of Hering	CL:0002196	Hepatic oval stem cell	hepatic oval cell 	HGNC:11801, HGNC:6342	|DOI:10.1136/gut.2007.143321|DOI:10.1053/gast.2001.21175	multi_loc
UBERON:0001282	intralobular bile duct	Canals of Hering	CL:0002196	Hepatic oval stem cell	hepatic progenitor cell	HGNC:11204, HGNC:11529, HGNC:4504, HGNC:8148, HGNC:9454	DOI:10.1038/nature11826|DOI:10.1634/stemcells.2007-0176|DOI:10.1038/ng.722|DOI:10.1053/j.gastro.2012.08.024	multi_loc
UBERON:0001289	descending limb of loop of Henle	Loop of Henle (Thin Limb)	CL:4030013	kidney loop of Henle long descending thin limb outer medulla epithelial cell	Descending Thin Limb Cell Type 2	HGNC:11073, HGNC:11530, HGNC:20862, HGNC:2389, HGNC:633, HGNC:633		Kidney
UBERON:0001289	descending limb of loop of Henle	Loop of Henle (Thin Limb)	CL:4030013	kidney loop of Henle long descending thin limb outer medulla epithelial cell	Descending Thin Limb Cell Type 2	HGNC:11073, HGNC:11530, HGNC:16438, HGNC:20862, HGNC:2389, HGNC:633, HGNC:633	DOI:10.1101/2021.07.28.454201|DOI:10.1016/j.devcel.2019.10.005|DOI:10.1038/s41467-019-10861-2|DOI:10.1681/ASN.2020010071|DOI:10.1152/ajprenal.2000.278.1.F52|PMID:31689386	Kidney
UBERON:0001291	thick ascending limb of loop of Henle	Loop of Henle (Thick Limb/Medulla)	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	Medullary Thick Ascending Limb Cell	HGNC:10910, HGNC:12559, HGNC:1514		multi_loc
UBERON:0001291	thick ascending limb of loop of Henle	Loop of Henle (Thick Limb/Medulla)	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	Medullary Thick Ascending Limb Cell	HGNC:10910, HGNC:12559, HGNC:12559, HGNC:1514, HGNC:1748, HGNC:1748, HGNC:799, HGNC:799, HGNC:9459, HGNC:9858	DOI:10.1038/s41467-019-10861-2|DOI:10.1016/j.devcel.2019.10.005|DOI:10.1038/s41467-019-10861-2|DOI:10.1172/jci.insight.133267|DOI:10.1681/ASN.2020010071|PMID:31249312|PMCID:PMC6597610|PMID:31689386	Kidney
UBERON:0001473	lymphatic vessel	Lymphatic Vessels	CL:0002138	endothelial cell of lymphatic vessel	Endothelial Cell of Lymphatic Vessel	HGNC:11924, HGNC:14687, HGNC:1527, HGNC:1527, HGNC:1611, HGNC:1611, HGNC:29602, HGNC:6895, HGNC:7035, HGNC:8021, HGNC:8021, HGNC:8051, HGNC:8514, HGNC:8823, HGNC:9459, HGNC:9666	DOI:10.3389/fcvm.2020.00052|DOI:10.1016/j.immuni.2019.06.027|XiangM,GrossoRA,TakedaA,PanJ,BekkhusT,BruloisK,DermadiD,NordlingS,VanlandewijckM,JalkanenS,UlvmarMH,ButcherEC|ASingle-CellTranscriptionalRoadmapoftheMouseandHumanLymphNodeLymphaticVasculature|FrontCardiovascMed|2020Apr30;7:52|doi:10|3389/fcvm|2020|00052|PMID:32426372;PMCID:PMC7204639||TakedaA,HollménM,DermadiD,PanJ,BruloisKF,KaukonenR,LönnbergT,BoströmP,KoskivuoI,IrjalaH,MiyasakaM,SalmiM,ButcherEC,JalkanenS|Single-CellSurveyofHumanLymphaticsUnveilsMarkedEndothelialCellHeterogeneityandMechanismsofHomingforNeutrophils|Immunity|2019Sep17;513:561-572|e5|doi:10|1016/j|immuni|2019|06|027|Epub2019Aug8|PMID:31402260|	multi_loc
UBERON:0001473	lymphatic vessel	Lymphatic Vessels	CL:0002138	endothelial cell of lymphatic vessel	Lymphatic Endothelium Cell	HGNC:12726, HGNC:14687, HGNC:29602, HGNC:29602, HGNC:8823, HGNC:9459	DOI:10.1369/jhc.4A6514.2005|NoDOI|GarrafaE,TraininiL,BenettiA,SabaE,FezzardiL,LorussoB,BorghettiP,BottioT,CeriE,PortolaniN,BonardlliS,GiuliniSM,AnnibaleG,CorradiA,ImbertiL,CarusoA|Isolation,purification,andheterogeneityofhumanlymphaticendothelialcellsfromdifferenttissues|Lymphology|2005Dec;38(4):159-66|PMID:16515224|	multi_loc
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:19087, HGNC:4172, HGNC:49642, HGNC:6593	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:21357, HGNC:8138	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:11049	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:11517, HGNC:11641, HGNC:9446	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:17245, HGNC:23631, HGNC:30988	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:19087, HGNC:19090, HGNC:4504, HGNC:6551	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:15581, HGNC:20779	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:11743, HGNC:3341, HGNC:6551	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:11743, HGNC:21587, HGNC:4172, HGNC:4579, HGNC:777	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:11743, HGNC:43906, HGNC:6551	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:20779, HGNC:6551, HGNC:8522	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001891	midbrain	midbrain (mesencephalon)	CL:0000540	neuron	neuron	HGNC:11743, HGNC:14222	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:3969, HGNC:5137	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:19090, HGNC:26002, HGNC:5114	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:11743, HGNC:25552, HGNC:7001	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:11528, HGNC:5114, HGNC:7981	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:20660, HGNC:5137	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:19087, HGNC:5114, HGNC:8616	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:10527, HGNC:5137	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:11051, HGNC:12405, HGNC:14632, HGNC:5295	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001896	medulla oblongata	medulla oblongata	CL:0000540	neuron	neuron	HGNC:6136, HGNC:6654	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:10259, HGNC:16973, HGNC:8778	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:11602, HGNC:8910	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:1751, HGNC:18695, HGNC:30620	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:644, HGNC:6653	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:22788	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:2907, HGNC:6132, HGNC:8518	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:10882, HGNC:8518	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:10882, HGNC:9005	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:0000540	neuron	neuron	HGNC:6132, HGNC:6551	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:10882, HGNC:13604, HGNC:53062, HGNC:9446	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:10882, HGNC:28572, HGNC:7596, HGNC:8139	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:10725, HGNC:9005	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:23319, HGNC:9005	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:10882, HGNC:1663, HGNC:6714	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:11517	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:11517, HGNC:39988, HGNC:42742	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:3969, HGNC:42742	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:21591, HGNC:42742	DOI:10.1101/2022.10.12.511898	Brain
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:28554, HGNC:42742	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0001898	hypothalamus	hypothalamus	CL:4023074	mammillary body neuron	mammillary body neuron	HGNC:10882, HGNC:2356, HGNC:9005	DOI:10.1101/2022.10.12.511898	multi_loc
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000815	regulatory T cell	T Regulatory Cell	HGNC:1608, HGNC:1674, HGNC:1678, HGNC:6008, HGNC:6008, HGNC:6024, HGNC:6106, HGNC:6106, HGNC:9666	DOI:10.1016/j.immuni.2012.09.020|DOI:10.1007/s00262-015-1729-x|DOI:10.1186/s13059-019-1906-x	Spleen
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000815	regulatory T cell	T Regulatory Cell	HGNC:1608, HGNC:6008, HGNC:6106	DOI:10.1016/j.immuni.2012.09.020|DOI:10.1007/s00262-015-1729-x|DOI:10.1186/s13059-019-1906-x	Spleen
UBERON:0001961	mucosa-associated lymphoid tissue	dermal skin-associated lymphoid tissue	CL:0000235	macrophage	macrophage	HGNC:1631, HGNC:1631, HGNC:1693, HGNC:1693, HGNC:1697, HGNC:1697, HGNC:6149, HGNC:6149, HGNC:7228, HGNC:7228	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029	Large_intestine
