Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References	Table
UBERON:0001962	gut-associated lymphoid tissue	gut associated lymphoid tissue (GALT)/lamina propria	CL:0000451	dendritic cell	dendritic cell	HGNC:1697, HGNC:6152, HGNC:6012, HGNC:1697, HGNC:6152, HGNC:6012	DOI:10.1016/j.immuni.2020.02.001|PMID:32160523PMCID:PMC7155934	Large_intestine
UBERON:0001961	mucosa-associated lymphoid tissue	dermal skin-associated lymphoid tissue	CL:0000451	dendritic cell	dendritic cell	HGNC:6147, HGNC:6149, HGNC:6147, HGNC:6149	NoDOI	Large_intestine
UBERON:0009745	lymph node medullary cord	Medullary Cord	CL:0000451	dendritic cell	Dendritic Cell	HGNC:11919, HGNC:1703, HGNC:4947, HGNC:6152, HGNC:1697, HGNC:17635	DOI:10.1016/S0002-94401061694-X|DOI:10.1053/j.semdp.2017.11.002|SummersKL,HockBD,McKenzieJL,HartDN|Phenotypiccharacterizationoffivedendriticcellsubsetsinhumantonsils|AmJPathol|2001Jul;1591:285-95|doi:10|1016/S0002-94401061694-X|PMID:11438475;PMCID:PMC1850402||EganC,JaffeES|Non-neoplastichistiocyticanddendriticcelldisordersinlymphnodes|SeminDiagnPathol|2018Jan;351:20-33|doi:10|1053/j|semdp|2017|11|002|Epub2017Nov3|PMID:29150219;PMCID:PMC5803315|	Lymph_node
UBERON:8410075	lymph node paracortical cord	Paracortical Cord	CL:0000451	dendritic cell	Dendritic Cell	HGNC:6152, HGNC:11919, HGNC:1703, HGNC:4947, HGNC:11919, HGNC:1700, HGNC:1703, HGNC:1705, HGNC:5344, HGNC:1697, HGNC:10489	DOI:10.1016/S0002-94401061694-X|DOI:10.1053/j.semdp.2017.11.002|SummersKL,HockBD,McKenzieJL,HartDN|Phenotypiccharacterizationoffivedendriticcellsubsetsinhumantonsils|AmJPathol|2001Jul;1591:285-95|doi:10|1016/S0002-94401061694-X|PMID:11438475;PMCID:PMC1850402||EganC,JaffeES|Non-neoplastichistiocyticanddendriticcelldisordersinlymphnodes|SeminDiagnPathol|2018Jan;351:20-33|doi:10|1053/j|semdp|2017|11|002|Epub2017Nov3|PMID:29150219;PMCID:PMC5803315|	Lymph_node
UBERON:0001003	skin epidermis	epidermis	CL:0000453	Langerhans cell	langerhans	HGNC:1634, HGNC:1634	NoDOI	Large_intestine
UBERON:0015716	anal canal epithelium	epithelium	CL:0000453	Langerhans cell	langerhans cells	HGNC:1634, HGNC:17935, HGNC:1634, HGNC:17935	NoDOI	Large_intestine
UBERON:0002405	immune system	Immune System of Respiratory Tract	CL:0000484	connective tissue mast cell	connective tissue mast cell	HGNC:12019, HGNC:2298, HGNC:6342, HGNC:2097, HGNC:12019, HGNC:2298, HGNC:2097	doi:10.1007/s12016-020-08779-5	Lung
UBERON:0002405	immune system	Immune System of Respiratory Tract	CL:0000485	mucosal type mast cell	tissue resident mucosal type mast cell	HGNC:12019, HGNC:2298, HGNC:6342, HGNC:12019, HGNC:2298, HGNC:6342	doi:10.1007/s12016-020-08779-5	Lung
UBERON:0001251	Marginal Zone of Spleen	Superficial Zone	CL:0000492	CD4-positive helper T cell	CD4+ T cell	HGNC:1674, HGNC:1678, HGNC:1706, HGNC:1674, HGNC:1678	DOI:10.1111/imm.12469|DOI:10.1186/s13059-019-1906-x	Spleen
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:7809, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469	Spleen
UBERON:0001251	Marginal Zone of Spleen	Superficial Zone	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:2336, HGNC:2334, HGNC:11801, HGNC:3349, HGNC:11784, HGNC:7809, HGNC:10639, HGNC:6765, HGNC:29602, HGNC:11926, HGNC:130	DOI:10.1111/imm.12469	Spleen
UBERON:0001266	splenic cord	Splenic Cord	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:7809, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469	Spleen
UBERON:0013132	Penicillar Arteriole	Penicillar Arteriole	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:7809, HGNC:6446, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469	Spleen
UBERON:0000006	islet of Langerhans	Islet of Langerhans	CL:0000509	gastrin secreting cell	Gastrin cell	HGNC:4164, HGNC:1929, HGNC:11506		Pancreas
UBERON:0000088	trophoblast	chorionic ectoderm (from chorion membrane)	CL:0000523	cytotrophoblast	cytotrophoblast (CTB)	HGNC:3236, HGNC:15979, HGNC:6445	doi.org/10.1016/S0143-4004(05)80438-2|doi.org/10.1016/S0143-4004(05)80438-2|doi:10.1016/j.ajpath.2014.08.006|DOI:10.1016/j.jim.2003.03.001|DOI:10.1053/plac.2000.0559|doi.org/10.1095/biolreprod.106.055244	Placenta
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	CL:0000525	syncytiotrophoblast	syncytiotrophoblast (STB)	HGNC:1886, HGNC:2440, HGNC:9521, HGNC:6445, HGNC:3236	DOI:10.1146/annurev.bi.50.070181.002341|doi:10.1056/NEJM197007232830408|doi:10.1007/BF01628222|DOI:10.1016/j.jim.2003.03.001|DOI:10.1053/plac.2000.0559|doi.org/10.1095/biolreprod.106.055244|doi.org/10.1016/S0143-4004(05)80438-2|doi.org/10.1016/S0143-4004(05)80438-2	Placenta
UBERON:0035768	coccygeal nerve plexus	coccygeal plexus	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001647	facial nerve	facial nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0000377	maxillary nerve	maxillary nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0000375	mandibular nerve	mandibular nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001645	trigeminal nerve	trigeminal nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001644	trochlear nerve	trochlear nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001643	oculomotor nerve	oculomotor nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001579	olfactory nerve	olfactory nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0000348	ophthalmic nerve	ophthalmic nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001648	vestibulocochlear nerve	vestibulocochlear nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001649	glossopharyngeal nerve	glossopharyngeal nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001759	vagus nerve	vagus nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001650	hypoglossal nerve	hypoglossal nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001884	phrenic nerve	phrenic nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0008833	great auricular nerve	great auricular nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001493	axillary nerve	axillary nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0003724	musculocutaneous nerve	musculocutaneous nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001780	spinal nerve	spinal nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0003725	cervical nerve plexus	cervical plexus	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001814	brachial nerve plexus	brachial plexus	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001492	radial nerve	radial nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001785	cranial nerve	cranial nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001021	nerve	nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0034987	lumbar nerve plexus	lumbar plexus	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0001322	sciatic nerve	sciatic nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0034986	sacral nerve plexus	sacral plexus	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0011390	pudendal nerve	pudendal nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0007121	skin nerve field	nerve	CL:0000540	Neuron	Neuron	HGNC:7738, HGNC:12513, HGNC:17888	DOI:10.14670/HH-11-610|DOI:10.1212/WNL.0000000000001773|DOI:10.1016/j.pneurobio.2009.10.020|DOI:10.1016/S0065-1281(97)80024-4|PMID:25799052|PMID:26109717|PMID:19879917|PMID:9381913|	Skin
UBERON:0001646	abducens nerve	abducens nerve	CL:0000540	neuron	neuron	HGNC:3353		Peripheral_nervous_system
UBERON:0002072	hypodermis	Subcutaneous	CL:0000545	T-helper 1 cell	T helper	HGNC:1673, HGNC:1678	DOI:10.1111/1523-1747.ep12470172|DOI:10.1111/1523-1747.ep12470172|DOI:10.1111/1523-1747.ep12470172|PMID:3494791|PMID:3494791|PMID:3494791	Skin
UBERON:0002067	dermis	Dermis	CL:0000545	T-helper 1 cell	T helper	HGNC:1673, HGNC:1678	DOI:10.1111/1523-1747.ep12470172|DOI:10.1111/1523-1747.ep12470172|DOI:10.1111/1523-1747.ep12470172|PMID:3494791|PMID:3494791|PMID:3494791	Skin
UBERON:8410075	lymph node paracortical cord	Paracortical Cord	CL:0000545	T-helper 1 cell	Th1 cell	HGNC:1673, HGNC:6024, HGNC:5361, HGNC:1675, HGNC:1678, HGNC:1706, HGNC:1605, HGNC:1607, HGNC:4540, HGNC:11599	DOI:10.4049/jimmunol.1701025|NoDOI|KunickiMA,AmayaHernandezLC,DavisKL,BacchettaR,RoncaroloMG|IdentityandDiversityofHumanPeripheralThandTRegulatoryCellsDefinedbySingle-CellMassCytometry|JImmunol|2018Jan1;2001:336-346|doi:10|4049/jimmunol|1701025|Epub2017Nov27|PMID:29180490|	Lymph_node
UBERON:8410067	lymph node interfollicular cortex	Interfollicular Cortex	CL:0000545	T-helper 1 cell	Th1 cell	HGNC:1673, HGNC:6024, HGNC:5361, HGNC:1675, HGNC:1678, HGNC:1706, HGNC:1605, HGNC:1607, HGNC:4540, HGNC:11599	DOI:10.4049/jimmunol.1701025|NoDOI|KunickiMA,AmayaHernandezLC,DavisKL,BacchettaR,RoncaroloMG|IdentityandDiversityofHumanPeripheralThandTRegulatoryCellsDefinedbySingle-CellMassCytometry|JImmunol|2018Jan1;2001:336-346|doi:10|4049/jimmunol|1701025|Epub2017Nov27|PMID:29180490|	Lymph_node
UBERON:0001961	mucosa-associated lymphoid tissue	subcutaneous skin-associated lymphoid tissue	CL:0000545	T-helper 1 cell	T helper	HGNC:1673, HGNC:1706, HGNC:1673, HGNC:1706	NoDOI	Large_intestine
UBERON:0001961	mucosa-associated lymphoid tissue	dermal skin-associated lymphoid tissue	CL:0000545	T-helper 1 cell	T helper	HGNC:1673, HGNC:1678, HGNC:1673, HGNC:1678	NoDOI	Large_intestine
UBERON:8410067	lymph node interfollicular cortex	Interfollicular Cortex	CL:0000546	T-helper 2 cell	Th2 cell	HGNC:1673, HGNC:6024, HGNC:5361, HGNC:1675, HGNC:1678, HGNC:1706, HGNC:1605, HGNC:4502, HGNC:4540, HGNC:4172	DOI:10.4049/jimmunol.1701025|NoDOI|KunickiMA,AmayaHernandezLC,DavisKL,BacchettaR,RoncaroloMG|IdentityandDiversityofHumanPeripheralThandTRegulatoryCellsDefinedbySingle-CellMassCytometry|JImmunol|2018Jan1;2001:336-346|doi:10|4049/jimmunol|1701025|Epub2017Nov27|PMID:29180490|	Lymph_node
UBERON:8410075	lymph node paracortical cord	Paracortical Cord	CL:0000546	T-helper 2 cell	Th2 cell	HGNC:1673, HGNC:6024, HGNC:5361, HGNC:1675, HGNC:1678, HGNC:1706, HGNC:1605, HGNC:4502, HGNC:4540, HGNC:4172	DOI:10.4049/jimmunol.1701025|NoDOI|KunickiMA,AmayaHernandezLC,DavisKL,BacchettaR,RoncaroloMG|IdentityandDiversityofHumanPeripheralThandTRegulatoryCellsDefinedbySingle-CellMassCytometry|JImmunol|2018Jan1;2001:336-346|doi:10|4049/jimmunol|1701025|Epub2017Nov27|PMID:29180490|	Lymph_node
UBERON:0002371	Bone marrow	Bone marrow	CL:0000553	megakaryocyte progenitor cell	early Megakaryocyte (MK)	HGNC:4171, HGNC:3609, HGNC:9070, HGNC:10690, HGNC:2067, HGNC:8861, HGNC:3618, HGNC:4439, HGNC:6138, HGNC:6156		Bone-Marrow
UBERON:0002371	Bone marrow	Bone marrow	CL:0000556	megakaryocyte	Megakaryocyte (MK)	HGNC:4444, HGNC:10690, HGNC:9240, HGNC:18874, HGNC:8861, HGNC:24356, HGNC:6138, HGNC:8861, HGNC:3618, HGNC:4439, HGNC:6138, HGNC:6156		Bone-Marrow
UBERON:0002405	immune system	Immune System of Respiratory Tract	CL:0000556	lung megakaryocyte	lung megakaryocyte	HGNC:6138, HGNC:6156, HGNC:6156, HGNC:6138	doi:10.1007/s12015-017-9747-z	Lung
UBERON:0002371	Bone marrow	Bone marrow	CL:0000557	granulocyte monocyte progenitor cell	granulocyte-macrophage progenitor cell (GMP)	HGNC:1662, HGNC:1455, HGNC:10576, HGNC:7218, HGNC:913, HGNC:1674, HGNC:1628, HGNC:3619, HGNC:7656, HGNC:1662, HGNC:1667, HGNC:6012, HGNC:9666, HGNC:3765	DOI:10.1038/ni.1889	Bone-Marrow
UBERON:0002371	Bone marrow	Bone marrow	CL:0000559	promonocyte	promonocyte	HGNC:2558, HGNC:1603, HGNC:1603, HGNC:10494, HGNC:10496, HGNC:2475, HGNC:1662, HGNC:1667, HGNC:7154, HGNC:6342, HGNC:31713, HGNC:6012, HGNC:3613, HGNC:1628, HGNC:28874		Bone-Marrow
UBERON:0001791	inner nuclear layer of retina	inner nuclear layer	CL:0000561	Amacrine Cell	Amacrine Cell	HGNC:11742, HGNC:11743, HGNC:11744, HGNC:4092, HGNC:4093, HGNC:11056, HGNC:24182, HGNC:24181, HGNC:1434, HGNC:16941, HGNC:4092	DOI:10.1016/j.cell.2019.01.004|DOI:10.1016/j.preteyeres.2020.100844|DOI:10.1002/cne.23821	Eye
UBERON:0001789	outer nuclear layer of retina	outer nuclear layer	CL:0000573	retinal cone cell	retinal cone cell	HGNC:710, HGNC:9937, HGNC:4394, HGNC:4412, HGNC:9936, HGNC:8790, HGNC:4678, HGNC:1012, HGNC:4206, HGNC:4400, HGNC:710, HGNC:8759, HGNC:1012, HGNC:9936, HGNC:4206	DOI:10.1016/j.ophtha.2017.09.016|DOI:10.1016/j.exer.2016.01.002	Eye
UBERON:0001772	corneal epithelium	corneal epithelium	CL:0000575	corneal epithelial cell	corneal epithelial cell	HGNC:1748, HGNC:6440, HGNC:6414, HGNC:7756	DOI:10.1634/stemcell.22-3-355	Eye
UBERON:0003988	thymus corticomedullary boundary	corticomedullary boundary of thymus	CL:0000576	monocyte	monocyte	HGNC:1804, HGNC:2545, HGNC:3623, HGNC:6740, HGNC:10494, HGNC:10496, HGNC:10498, HGNC:10499, HGNC:10489, HGNC:2464	DOI:10.1126/science.aay3224	Thymus
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	CL:0000577	type EC enteroendocrine cell	Enterochromaffin cell	HGNC:12008, HGNC:1929, HGNC:11506		Pancreas
UBERON:0002405	immune system	Immune System of Respiratory Tract	CL:0000583	alveolar macrophage	alveolar macrophage	HGNC:7228, HGNC:6895, HGNC:1631, HGNC:6152, HGNC:3559, HGNC:1693, HGNC:9666	doi.org/10.1016/j.cellimm.2018.01.005;doi:10.1164/rccm.201911-2105OC	Lung
UBERON:0001789	outer nuclear layer of retina	outer nuclear layer	CL:0000604	retinal rod cell	retinal rod cell	HGNC:10012, HGNC:8759, HGNC:8002, HGNC:10521, HGNC:4393, HGNC:4411, HGNC:7974, HGNC:10012	DOI:10.1016/j.cell.2019.01.004|DOI:10.1016/j.exer.2016.01.002	Eye
UBERON:0002067	dermis	Dermis	CL:0000623	natural killer cell	Natural killer cell	HGNC:1673, HGNC:7656, HGNC:3619	DOI:10.1016/j.jaci.2009.11.020|DOI:10.1016/s1471-4906(01)02060-9|DOI:10.1016/s1471-4906(01)02060-9|DOI:10.1016/s1471-4906(01)02060-9|PMID:20109737|PMID:11698225||PMID:11698225||PMID:11698225|	Skin
UBERON:0002405	immune system	Immune System of Respiratory Tract	CL:0000623	natural killer	natural killer	HGNC:7830, HGNC:6378, HGNC:11599, HGNC:3372, HGNC:6731, HGNC:7656	doi:10.3389/fimmu.2019.01597	Lung
UBERON:8410075	lymph node paracortical cord	Paracortical Cord	CL:0000623	natural killer cell	Natural Killer Cell	HGNC:5361, HGNC:6378, HGNC:1675, HGNC:1674, HGNC:3619, HGNC:7656, HGNC:11935, HGNC:6378, HGNC:6342, HGNC:6024, HGNC:6378, HGNC:4234	NoDOI|DOI:10.1038/nri.2016.34|BjörkströmNK,LjunggrenHG,MichaëlssonJ|Emerginginsightsintonaturalkillercellsinhumanperipheraltissues|NatRevImmunol|2016Apr28;165:310-20|doi:10|1038/nri|2016|34|PMID:27121652|	Lymph_node
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000623	natural killer cell	NK Cell	HGNC:17013, HGNC:3619, HGNC:7656, HGNC:3619, HGNC:7656, HGNC:19077, HGNC:9360	DOI:10.4049/jimmunol.172.3.1455|DOI:10.1186/s13059-019-1906-x	Spleen
UBERON:0001266	splenic cord	Splenic Cord	CL:0000623	natural killer cell	NK Cell	HGNC:17013, HGNC:3619, HGNC:7656, HGNC:3619, HGNC:7656, HGNC:19077	DOI:10.4049/jimmunol.172.3.1455|DOI:10.1186/s13059-019-1906-x	Spleen
UBERON:8410067	lymph node interfollicular cortex	Interfollicular Cortex	CL:0000623	natural killer cell	Natural Killer Cell	HGNC:5361, HGNC:6378, HGNC:1675, HGNC:1674, HGNC:3619, HGNC:7656, HGNC:11935, HGNC:6378, HGNC:6342, HGNC:6024, HGNC:6378, HGNC:4234, HGNC:6374, HGNC:18788	NoDOI|DOI:10.1038/nri.2016.34|BjörkströmNK,LjunggrenHG,MichaëlssonJ|Emerginginsightsintonaturalkillercellsinhumanperipheraltissues|NatRevImmunol|2016Apr28;165:310-20|doi:10|1038/nri|2016|34|PMID:27121652|	Lymph_node
UBERON:0002124	medulla of thymus	medulla of thymus	CL:0000623	natural killer cell	natural killer cell	HGNC:28783, HGNC:4414, HGNC:24961, HGNC:6373, HGNC:6374, HGNC:6378, HGNC:13342, HGNC:7830, HGNC:12449, HGNC:10646	DOI:10.1126/science.aay3224|DOI:10.4049/jimmunol.166.4.2194	Thymus
UBERON:0001266	splenic cord	Splenic Cord	CL:0000625	CD8-positive, alpha-beta T cell	CD8+ T Cell	HGNC:1674, HGNC:1678, HGNC:1706, HGNC:1674, HGNC:1678, HGNC:1706	NoDOI|DOI:10.1186/s13059-019-1906-x	Spleen
UBERON:0006729	liver perisinusoidal space	Disse's space	CL:0000632	hepatic stellate cell	quiescent hepatic stellate cell	HGNC:8804, HGNC:4235, HGNC:2770, HGNC:8804, HGNC:4235, HGNC:2770	DOI:10.1038/nm.3282|DOI:10.1136/gut.2005.078865|DOI:10.1002/hep.1840040425|https://www|ncbi|nlm|nih|gov/pmc/articles/PMC3855865/	Liver
UBERON:0001791	inner nuclear layer of retina	inner nuclear layer	CL:0000636	Mueller cell	Muller glia	HGNC:10024, HGNC:4341, HGNC:613, HGNC:2338, HGNC:2095, HGNC:10941, HGNC:2893, HGNC:2418, HGNC:10024, HGNC:4235, HGNC:10024	NoDOI|DOI:10.1016/j.ophtha.2017.09.016	Eye
UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)	CL:0000646	basal cell	Keratinocyte (Basal)	HGNC:6442, HGNC:6416, HGNC:11998, HGNC:7107, HGNC:2718	DOI:10.1038/nrm3175|DOI:10.1083/jcb.200603161|DOI:10.1083/jcb.200603161|PMID:21860392|PMID:16831889|PMID:16831889	Skin
UBERON:0002303	juxtaglomerular apparatus	Juxtaglomerular Apparatus	CL:0000648	kidney granular cell	Juxtaglomerular granular cell (Renin positive)	HGNC:9958	DOI:10.1038/s41467-019-10861-2|DOI:10.1038/s41467-019-10861-2|DOI:10.1073/pnas.2005477117|PMID:31249312|PMCID:PMC6597610	Kidney
UBERON:0002026	stratum spinosum of epidermis	Stratum spinosum (SS)	CL:0000649	prickle cell	Keratinocytes (Spinous)	HGNC:6412, HGNC:6413	DOI:10.1038/jid.1952.87|DOI:10.1083/jcb.200603161|DOI:10.1083/jcb.200603161|PMID:12981303||PMID:16831889|PMID:16831889	Skin
UBERON:0006852	glomerular visceral epithelium	visceral epithelial layer	CL:0000653	podocyte	Podocyte	HGNC:13394, HGNC:9171, HGNC:7908		Kidney
UBERON:0004927	submucosa of cecum	submucosa	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	NoDOI	Large_intestine
UBERON:0001310	umbilical artery	umbilical arteries	CL:0000669	pericyte cell	pericytes	HGNC:2770, HGNC:130, HGNC:8804, HGNC:2466	DOI:10.1016/0014-4800(90)90037-e|DOI:10.1007/s00441-003-0745-x|doi:10.1038/ng.2007.6.|DOI:10.1007/s00441-003-0745-x|DOI:10.1007/s00441-003-0745-x|DOI:10.1007/s00441-003-0745-x	Placenta
UBERON:0002067	dermis	Dermis	CL:0000669	pericyte cell	Pericyte	HGNC:130, HGNC:6934, HGNC:8804	DOI:10.1186/s12929-018-0423-7|DOI:10.1083/jcb.113.1.147|DOI:10.1016/j.jchemneu.2018.06.001|PMID:295192458|PMID:2007619|PMID:29885791	Skin
UBERON:8410041	venule of lymph node	Venule	CL:0000669	pericyte cell	Pericyte	HGNC:8803, HGNC:8804, HGNC:8803, HGNC:8804	DOI:10.3389/fcvm.2020.00052|XiangM,GrossoRA,TakedaA,PanJ,BekkhusT,BruloisK,DermadiD,NordlingS,VanlandewijckM,JalkanenS,UlvmarMH,ButcherEC|ASingle-CellTranscriptionalRoadmapoftheMouseandHumanLymphNodeLymphaticVasculature|FrontCardiovascMed|2020Apr30;7:52|doi:10|3389/fcvm|2020|00052|PMID:32426372;PMCID:PMC7204639|	Lymph_node
UBERON:0002007	medulla of lymph node	Medulla	CL:0000669	pericyte cell	Pericyte	HGNC:8803, HGNC:8804, HGNC:8803, HGNC:8804	DOI:10.3389/fcvm.2020.00052|XiangM,GrossoRA,TakedaA,PanJ,BekkhusT,BruloisK,DermadiD,NordlingS,VanlandewijckM,JalkanenS,UlvmarMH,ButcherEC|ASingle-CellTranscriptionalRoadmapoftheMouseandHumanLymphNodeLymphaticVasculature|FrontCardiovascMed|2020Apr30;7:52|doi:10|3389/fcvm|2020|00052|PMID:32426372;PMCID:PMC7204639|	Lymph_node
UBERON:0002066	umbilical vein	umbilical vein	CL:0000669	pericyte cell	pericytes	HGNC:2770, HGNC:130, HGNC:8804, HGNC:2466	DOI:10.1016/0014-4800(90)90037-e|DOI:10.1007/s00441-003-0745-x|doi:10.1038/ng.2007.6.|DOI:10.1007/s00441-003-0745-x|DOI:10.1007/s00441-003-0745-x|DOI:10.1007/s00441-003-0745-x	Placenta
UBERON:0001979	venule	vasculature	CL:0000669	pericyte	pericyte	HGNC:10001, HGNC:60, HGNC:6269		Heart
UBERON:0001982	capillary	vasculature	CL:0000669	pericyte	pericyte	HGNC:10001, HGNC:60, HGNC:6269		Heart
UBERON:0012398	large intestine smooth muscle circular layer	circular muscle layer	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029	Large_intestine
UBERON:0012399	large intestine smooth muscle longitudinal layer	longitudinal muscle layer	CL:0000669	pericyte cell	pericyte	HGNC:8823, HGNC:8804	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029	Large_intestine
UBERON:0003329	submucosa of anal canal	submucosa	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	NoDOI	Large_intestine
UBERON:0012375	subserosa	subserosa	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	NoDOI	Large_intestine
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	NoDOI	Large_intestine
UBERON:0011189	lamina propria of large intestine	lamina propria	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318	Large_intestine
UBERON:0003331	submucosa of colon	submucosa	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	NoDOI	Large_intestine
UBERON:0001962	gut-associated lymphoid tissue	gut associated lymphoid tissue (GALT)/Isolated lymphoid follicles (ILF)	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029	Large_intestine
UBERON:0005742	adventitia	adventitia	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	NoDOI	Large_intestine
UBERON:0004864	retinal vasculature	vasculature	CL:0000669	pericyte cell	Pericyte	HGNC:7060, HGNC:6269, HGNC:15754, HGNC:2202	DOI:10.1016/j.cell.2019.01.004	Eye
UBERON:0000055	vessel	vessel	CL:0000669	pericyte cell	pericyte	HGNC:8823, HGNC:8823	NoDOI	Large_intestine
UBERON:0002439	myenteric nerve plexus	myenteric plexus of Auerbach	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029	Large_intestine
UBERON:0007177	lamina propria of mucosa of colon	lamina propria	CL:0000669	pericyte cell	pericyte	HGNC:8804, HGNC:8804	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318	Large_intestine
UBERON:0001792	ganglionic layer of retina	retinal ganglion cell layer	CL:0000740	retinal ganglion cell	Ganglion cell	HGNC:19097, HGNC:9218, HGNC:11801, HGNC:16703, HGNC:7739, HGNC:7734, HGNC:9219, HGNC:9220, HGNC:11141, HGNC:20778, HGNC:14449, HGNC:11801, HGNC:19097	DOI:10.1017/S0952523819000087|DOI:10.1016/j.cell.2019.01.004	Eye
UBERON:4000088	mineralized cartilage tissue	Mineralized Cartilage	CL:0000743	hypertrophic chondrocyte	hypertrophic chondrocyte	HGNC:2185, HGNC:5341		Knee
UBERON:0001791	inner nuclear layer of retina	inner nuclear layer	CL:0000745	retina horizontal cell	Horizontal Cell	HGNC:6593, HGNC:8138, HGNC:1434, HGNC:8139, HGNC:9704, HGNC:1434	DOI:10.1016/j.preteyeres.2020.100844|DOI:10.1016/j.exer.2016.01.002	Eye
UBERON:0003379	cardiac muscle of right atrium	myocardium	CL:0000746	cardiac muscle cell	cardiomyocyte	HGNC:12403, HGNC:7576, HGNC:7939		Heart
UBERON:0006566	left ventricle myocardium	myocardium	CL:0000746	cardiac muscle cell	cardiomyocyte	HGNC:12403, HGNC:7576, HGNC:7583, HGNC:3703		Heart
